LOC.,TAG,OPERATOR COMPLAIN,PROBLEM,ACTION TAKEN,DATE
,07-FT-004C,,PMR,PMR was carried out.,18/09/2018
,07-FT-013,,Put in service,"Put the Tx in service
Check reading found ok",18/09/2018
,13-TI-250,,Install new,New temp. gauge was installed,18/09/2018
,13-PV-014,,Hunting,"No problem found
Check valve stroke found no problem",18/09/2018
,13-TT-075,,Low reading,"Adjust Alignment 
Check reading found ok",18/09/2018
,13-TT-077,,Wrong reading,"No problem found
",18/09/2018
,14-FISL-152,,Wrong status (healthy),"Check found the switch was dismantled
Reinstall it then function check found ok. Now there is alarm due to actual low flow.
Recomm: Install new switch",18/09/2018
,51-TE-030,,Install new VITO,New VITO element was installed,18/09/2018
,Unit 54,,Lay cable,Laying cable is in progress,18/09/2018
A2A,02-PV-031,,PMR,PMR was carried out.,19/09/2018
,04-PT-505,,"Alarm
XA-573, 574","No problem
Flushing, full check & mA check found no problem",19/09/2018
,04-PT-510,,"Alarm
XA-573, 574","No problem
Flushing, full check & mA check found no problem",19/09/2018
,04-PT-541,,"Alarm
XA-573, 574","No problem
Flushing, full check & mA check found no problem",19/09/2018
,04-PT-542,,"Alarm
XA-573, 574","Span calibration
Flushing, zero check found ok, span calibration was done, mA check found no problem",19/09/2018
,13-TT-075,,Low reading,"Decrease emissivity factor
Decrease emissivity factor to 910 to increase the reading as requested.",19/09/2018
,15-LT-004,,Hunting below 20%,"Mapping procedure was done
Operation decrease the level to 2% then mapping procedure was done
Put it under observation",19/09/2018
,13-VSH-005,,Alarm,"Check found no problem
Clean sensor and cable socket & function check was done found ok",19/09/2018
,13-VSH-006,,Alarm,"Check found no problem
Clean sensor and cable socket & function check was done found ok",19/09/2018
,05-PV-005,,Passing,"Check found no problem
Dismantle the valve then transfer it to EMC w/s
Passing test was done up to 10 bar found not passing.
Check valve stroke found no problem",19/09/2018
,05-PV-005,,Reinstall,"Reinstall the valve on line with 2 new line gaskets
Check valve stroke with DCS found no problem
Put it in service",19/09/2018
,51-TI-223,,Install New,New Temp. indicator was installed,19/09/2018
,51-TI-235,,Install New,New Temp. indicator was installed,19/09/2018
,51-TI-210,,Install New,New Temp. indicator was installed,19/09/2018
,51-TI-258,,Install New,Waiting for suitable spare,19/09/2018
,54-PSHH-018,,No problem,Function check found no problem,19/09/2018
,Unit 54,,Laying cables,Laying cables in progress,19/09/2018
A2A,02-FT-059,,Install new ,New yokogawa TX was installed after configuration.,20/09/2018
A2A,02-FT-068,,Install new ,New yokogawa TX was installed after configuration.,20/09/2018
A2A,02-FT-064,,Install new ,"New yokogawa TX was installed after configuration.
Reading is under range, so flow element needs to be dismantled and checked.",20/09/2018
,05-V-03A,,Pressure survey,Pressure survey was carried out.,20/09/2018
,05-V-03B,,Pressure survey,Pressure survey was carried out.,20/09/2018
,53-FI-200,,Install new,Install new flow indicator and flushing was done.,20/09/2018
,55-PI-200,,Install new,"Check found broken line flange, waiting static dept. to replace flange.",20/09/2018
,54-PI-263,,Install new,Install new pressure gauge,20/09/2018
,54-PI-241,,Install new,Install new pressure gauge,20/09/2018
,Unit 54,,Lay cables,Lay new cables,20/09/2018
,51-MOV-220,,Loop back,"Check found defective cable between MOV-220 & MOV-215, Install temporary cable.
Now no loop back at MOV-220.",20/09/2018
,51-MOV-215,,No communication,"After laying temp. cable between MOV-220 & MOV-215, check found loop back at MOV-215.
Jumper on MOV-215, then check found MOV-255 communication fail which means that cable between MOV-215 & 255 is also defective.",20/09/2018
,51-LT-034,,Wrong reading,"Check found error code ""ES 611 : wire tension too high""
Raise the displacer, check weight found ok, software reset was done, then function check found ok.
Level calibration was done as operator hand dip.
Note: 
Tank was running down while calibration.",21/09/2018
,05-HV-007,,"Bad stroke/
Wrong feedback",###############################################################################################################################################################################################################################################################,22/09/2018
,05-PT-041A,,Install new ,New yokogawa TX was installed after configuration.,22/09/2018
,05-PT-041B,,Install new ,"New yokogawa TX was installed after configuration.
New manifold was installed",22/09/2018
,05-PT-041C,,Install new ,New yokogawa TX was installed after configuration.,22/09/2018
,05-PV-016,,PMR,PMR was carried out.,22/09/2018
,05-FV-023,,PMR,PMR was carried out.,22/09/2018
,05-TV-018B,,PMR,PMR was carried out. Valve stroke from 25 to 100%,22/09/2018
,06-PDT-001,,Wrong reading,"No problem
Flushing, zero check found no problem.
Reading before as after = 0.55 bar",22/09/2018
,05-FT-014,,Install new ,New yokogawa TX was installed after configuration.,23/09/2018
,05-FT-012,,Install new ,New yokogawa TX was installed after configuration.,23/09/2018
,14-LT-003,,I/O bad,"No problem found 
Zero/ span check were done, no problem found ",23/09/2018
,14-LT-022,,I/O bad,"No problem found 
Zero/ span check were done, no problem found ",23/09/2018
,05-PV-015,,Valve travel not smooth,"Stem needs greasing
Clean valve stem, put grease on the stem , force the valve several times then function check found ok ",23/09/2018
,05-PI-246A,,Install new ,Check found defective tap point thread and it is stuck.,23/09/2018
,05-TXT-008,,PMR,PMR was carried out.,23/09/2018
,05-TV-023A,,PMR,PMR was carried out.,23/09/2018
,05-TV-023B,,PMR,PMR was carried out.,23/09/2018
,05-PI-217,,Install gauge,New gauge and manifold were installed ,23/09/2018
,05-PT-040A,,PMR,PMR was carried out.,23/09/2018
,05-PT-040B,,PMR,PMR was carried out.,23/09/2018
,05-PT-040C,,PMR,PMR was carried out.,23/09/2018
,06-PDT-001,,Wrong reading,"No problem in TX.
Flushing, Zero/ span check were done, found ok 
Measure ?P using external pressure Tx found 0.43 while Tx reading  0.61 bar",23/09/2018
,05-PSH-161A2,,PMR,"PMR was carried out.
Note : vent plug was completely loosen, switch set point 2 bar",23/09/2018
,05-PSH-161B2,,PMR,"PMR was carried out.
Note :switch was isolated, switch set point 2 bar",23/09/2018
,05-PT-041B,,Wrong reading,"Flushing
Flushing then check reading found ok ",23/09/2018
,05-AT-001A,,Put in service ,Return back in-service as operation request,23/09/2018
,05-AT-001B,,Put in service ,Return back in-service as operation request,23/09/2018
,05-AT-005,,Put in service ,Return back in-service as operation request,23/09/2018
,54-LT-003,,Wrong reading,Clear blockage from immersed tube then check reading found ok,23/09/2018
,51-LT-030,,Wrong reading,"Check found error 607 
Reset power then check reading found ok",23/09/2018
,CR 02 Loop,,communication . Fail,###############################################################################################################################################################################################################################################################,23/09/2018
,51-TE-010,,Wrong reading,"Check found error code EM3050 "" Spot 0 (PT100 ) error ""
check all element reading found 36 C except the first element 43 C 
tighten on all wire , check tank temperature using hand dip found 30C 
Reset was done but the problem still present ",23/09/2018
,13-FT-132,,Install new ,New yokogawa TX was installed after configuration.,24/09/2018
,13-FT-133,,Install new ,New yokogawa TX was installed after configuration.,24/09/2018
,13-FT-134,,Install new ,New yokogawa TX was installed after configuration.,24/09/2018
,05-FV-017,,Valve failure ,"Broken tubes
check found both tubes of air supply of positioner and I/P were broken , install ferrules ,back ferrules
check valve stroke found ok 
Note: the hammering in the line is very high ",24/09/2018
,51-PV-037,,Passing,"Dismantle the valve & transfer to EMC W/S , passing test was done found it passing at 1 bar, reinstall again as there is no spares available 
Check valve stroke found ok",24/09/2018
,51-TE-010,,Wrong reading,"Check found no errors 
Dismantle the element wires , reconnect again then check reading found 35 C as operator hand dip",24/09/2018
,51-LT-065,,Wrong reading,Reset the transmitter then check reading found ok,25/09/2018
,51-LT-020,,Install new VITO,New VITO element was installed ,25/09/2018
,51-PI-294,,Wrong reading,"Blockage 
Clear blockage from manifold then check reading found ok 
Manifolds need steam trace",25/09/2018
,51-PI-293,,Wrong reading,"Blockage 
Clear blockage from manifold then check reading found ok 
Manifolds need steam trace",25/09/2018
,07-PT-553,,PMR,PMR was carried out ,25/09/2018
,07-PT-549,,PMR,PMR was carried out ,25/09/2018
,07-PT-545,,PMR,PMR was carried out ,25/09/2018
,07-PT-558,,PMR,PMR was carried out ,25/09/2018
A2A,03-VSH-003E,,PMR,PMR was carried out ,25/09/2018
A2A,03-VSH-003D,,PMR,PMR was carried out ,25/09/2018
,06-LV-003,,PMR,PMR was carried out ,25/09/2018
,06-LDV-001,,PMR,PMR was carried out ,25/09/2018
,06-PV-004,,PMR,PMR was carried out ,25/09/2018
,07-K-01A,,Defective hose,New hose was installed ,25/09/2018
,15-PT-030,,Over range,"Blockage 
Flushing was done then check reading found ok",25/09/2018
,15-FT-038,,Wrong reading,"Blockage 
Dismantle the Tx and clear blockage from manifold, impulse tubes then check reading found ok ",25/09/2018
,14-VSH-003A,,PMR,PMR was carried out ,26/09/2018
,14-VSH-003B,,PMR,PMR was carried out ,26/09/2018
,05-VSH-173A,,PMR,PMR was carried out ,26/09/2018
,05-VSH-173B,,PMR,PMR was carried out ,26/09/2018
A2A,02-PSH-151A2,,PMR,PMR was carried out ,26/09/2018
A2A,02-PSL-067,,PMR,PMR was carried out ,26/09/2018
A2A,02-PSL-068,,PMR,PMR was carried out ,26/09/2018
,39-LT-003,,Wrong reading,"The main isolation valve was stuck at open, waiting to be repaired",26/09/2018
,52-PDIT-001D,,Install new,"Check found the existing Tx is new one, cancelled",26/09/2018
,52-PSL-043,,PMR,PMR was carried out,26/09/2018
,56-LT-002,,Remove,Dismantle instrument from 56TK02 and transfer it to EMC w/s,26/09/2018
,56-TE-002,,Remove,Dismantle instrument from 56TK02 and transfer it to EMC w/s,26/09/2018
,56-PV-002A,,Remove,"Dismantle instrument from 56TK02 and left it on tank roof, waiting for crane.",26/09/2018
,56-PV-002B,,Remove,"Dismantle instrument from 56TK02 and left it on tank roof, waiting for crane.",26/09/2018
,13-LT-046,,PMR,PMR was carried out.,27/09/2018
,13-LT-050,,PMR,PMR was carried out.,27/09/2018
,13-LV-046,,PMR,PMR was carried out.,27/09/2018
,13-LV-050,,PMR,PMR was carried out.,27/09/2018
A2A,02-LSL-510A,,PMR,PMR was carried out.,27/09/2018
,04-VSH-002H,,PMR,PMR was carried out.,27/09/2018
,04-VSH-002G,,PMR,PMR was carried out.,27/09/2018
A2A,02-PI-277,,Install new,New gauge was installed.,27/09/2018
A2A,02-PI-278,,Install new,New gauge was installed.,27/09/2018
,13-PT-055,,High reading,"Check found blockage at tap point..
Put steam hose on main isolation valve and open nitrogen purge.",27/09/2018
,13-FT-066,,High reading,"No problem found
Check found FV-066 wasn't fully closed so TX reading wasn't zero.
Check TX found no problem.
Operation stroke the valve several times from CR to clear stuck then the loop went fine. ",27/09/2018
,13-PT-055,,Put in service,"Put the TX in service
Put the TX in service then check reading found ok and matching with PT-054",27/09/2018
,54-LT-045,,High reading,"Check found  basin was full and TX reading was over range which is actual reading.
Zero & span check was done found no problem.
Check immersed tube found it clear.",27/09/2018
,07-ZE-772,,Alarm,"Clean wire socket
Check found alarm on ZE-786 (cyl. 2).
Clean and tighten the proximitor wire socket, then the alarm was cleared.
Check probe found it clean and no problem.",28/09/2018
,06-P-04B,,Check pump stroke,"Check found pump stroke wasn't move.
Dismantle and check actuator function found no problem. 
Rotating dep. Finished their work and we installed the actuator back in service.",28/09/2018
,05-FV-017,,Valve fail,"Broken air supply.
Check found air supply tube was broken.
Install new nuts then check valve stroke found ok.",29/09/2018
,45-TE-005,,Dismantle/ reinstall,"Dismantle the thermo well and reinstall 
Dismantle the thermo well and reinstall again with new line gas kit as operation request.
Note: element cover is stuck.",30/09/2018
,05-XV-080,,Valve doesn't open,"Valve is stuck.
Force the valve open several times to clear stuck.
Note:
The valve internal parts needs to be checked.",30/09/2018
,14-VSH-004C,,PMR,PMR was carried out.,30/09/2018
,14-VSH-054C,,PMR,PMR was carried out.,30/09/2018
,unit-13,,Survey,Visual survey was carried out.,30/09/2018
,unit-14,,Survey,Visual survey was carried out.,30/09/2018
,unit-15,,Survey,Visual survey was carried out.,30/09/2018
,54-LG-200A,,Clean,Waiting scaffolding,30/09/2018
,54-LG-200B,,Clean,Waiting scaffolding,30/09/2018
A2A,02-K-01,High temp reading,corrective/ TI needs calibration, Dismantle TI  at P-01A and transfer to EMC W/S .adjust it then reinstall again,1/10/2018
A2A,02-PT-038,install new,install new,new Tx was installed after configuration ,1/10/2018
A2A,02-PT-039,install new,install new,new Tx was installed after configuration ,1/10/2018
A2A,02-PT-055,install new,install new,new Tx was installed after configuration ,1/10/2018
A2A,05-VSH-172A,PMR,PMR,PMR was carried out ,1/10/2018
A2A,05-VSH-172B,PMR,PMR,PMR was carried out ,1/10/2018
A2A,05-VSH-112B,PMR,PMR,PMR was carried out ,1/10/2018
A2A,05-FT-011,PMR,PMR,PMR was carried out ,1/10/2018
A2A,05-FT-013,PMR,PMR,PMR was carried out ,1/10/2018
A2B,13-FV-011,wrong feed back ,"corrective/ I/P needs calibration, pilot of positioner also stuck ","clear valve stuck , calibrate the I/P , Dismantle the pilot of the positioner and clean it then check valve stroke and feed back  found ok ",1/10/2018
A2B,13-FT-052,Wrong reading,corrective/ Blockage ,"clear blockage form high side tap point , zero check found ok ",1/10/2018
A2B,13-FT-053,Wrong reading,corrective/ Blockage ,"Blockage 
clear blockage form high side tap point , zero check found ok ",1/10/2018
A4,51-LT-034,wrong reading,,"Needs calibration 
level calibration was done as operator hand dip , check reading found it ok ",1/10/2018
A4,51-TE-010,wrong reading,,"Defective TE 
install 51-TE-013(TK-04) instead of defective one (TK-01) ,blind installed instead of TE-013 ",1/10/2018
A4,54-LG-200A,Clean,,"Dismantled , transferred to EMC W/S to be cleaned ",1/10/2018
A4,54-LG-200B,Clean,,"Dismantled , transferred to EMC W/S to be cleaned ",1/10/2018
A4,56-PV-002A,,,"clear the valve stuck
Replace the defective stem with a new one
Replace the seat/plug with new
Positioner calibration was done
waiting to oerfirm passing test",1/10/2018
A2A,02-PT-058,Install new,Install new,New YOKOGAWA Tx was installed after configuration ,2/10/2018
A2B,13-PT-081,Install new,Install new,New YOKOGAWA Tx was installed after configuration ,2/10/2018
A2B,13-PT-089,Install new,Install new,New YOKOGAWA Tx was installed after configuration ,2/10/2018
A2A,02-PT-059,Install new,Install new,Stopped since found new yokogawa ,2/10/2018
A2A,05-FT-003A,PMR,PMR,PMR was carried out ,2/10/2018
A2A,05-FT-003B,PMR,PMR,PMR was carried out ,2/10/2018
A2A,05-VSH-103A,PMR,PMR,PMR was carried out ,2/10/2018
A2A,05-VSH-103B,PMR,PMR,PMR was carried out ,2/10/2018
A4,51-FT-021,wrong reading,Needs calibration ,Zero calibration was done then check reading found it ok,2/10/2018
A4,53-FT-001,wrong reading,Blockage ,"Flushing was done to clear blockage from impulse tubes , refill impulse tubes with water , zero calibration was done , span check found ok  ",2/10/2018
A4,54-LG-200A,Clean,Needs Cleaning ,"LG was cleaned and valves were cleared , waiting to install after operation clear blockage from main header ",2/10/2018
A4,54-LG-200B,Clean,Needs Cleaning ,"Needs Cleaning LG was cleaned and valves were cleared , waiting to install after operation clear blockage from main header ",2/10/2018
A4,56-PV-002A,,,Passing test was done found ok ,2/10/2018
A4,56-PV-002B,,,Stroke and passing test was done found ok ,2/10/2018
A2A,02-PSH-150A2,PMR,PMR,PMR was carried out ,3/10/2018
A2A,05-PSH-161A2,PMR,PMR,PMR was carried out ,3/10/2018
A2B,13-PT-030,Install new,Install new,New YOKOGAWA Tx was installed after configuration ,3/10/2018
A2B,13-PT-042,Install new,Install new,New YOKOGAWA Tx was installed after configuration ,3/10/2018
A2B,14-PDT-057,Wrong reading,No Problem,"Zero Check found ok, Flushing impulse tubes was done.",3/10/2018
A2B,13-FT-052,Low reading,Corrective/Low side blockage,Clear blockage from low side tap points.,3/10/2018
A2B,13-FT-053,Low reading,Corrective/Low side blockage,Clear blockage from low side tap points.,3/10/2018
A2B,07-FT-019,Mass Balance,No Problem/Condensate in impulse line,"Condensate in impulse line with hydrocarbon, mass balance was done found no problem, flushing was done to clear condensate from impulse lines.",3/10/2018
A2B,07-K-01C,Alarm,No Problem,"Check sensor and cable found no problem, RTQ dep. Increase gap from 1.3 to 1.75 mm for Ch1 and 1.4 to 1.85 mm for Ch2.",3/10/2018
A2A,05-PSH-154A,PMR,PMR,"PMR was carried out 
Note: the set point is 1.6 bar.",3/10/2018
A2A,06-P-04B,Bad stroke,No Problem,"Dismantle the actuator and check its stroke found ok, reinstall and check pump stroke found ok.",3/10/2018
A2B,13-LT-006,Wrong reading,No Problem,"Check Tx reading found matched with LG,",3/10/2018
A4,51-LIT-001,PMR,PMR,PMR was carried out ,3/10/2018
A4,51-TE-018,Install new VITO,Install new VITO,Replace temp. element with a new VITO one.,3/10/2018
A4,51-FT-021,Wrong reading,Corrective/Zero shift and leakage from flow nozzle,"Refill impulse lines with water, Zero calibration was done, there is a leakage from the flow nozzle and need to be dismantled.",3/10/2018
A4,54-V-01,Remove instruments,No problem/Remove instruments,"Remove impulse lines of LT-043 and transfer to EMC w/s, remove PI-259 with manifold and transfer to EMC w/s (defective) (0-16 bar, 1/2`` NPT male).",3/10/2018
A2B,07-VSH-009B,PMR,PMR,PMR was carried out ,4/10/2018
A2B,07-TT-851A,PMR,PMR,PMR was carried out ,4/10/2018
A2B,07-TT-851B,PMR,PMR,PMR was carried out ,4/10/2018
A2A,05-PT-083,Install new,Install new,New YOKOGAWA Tx was installed after configuration ,4/10/2018
A2A,05-PT-084,Install new,Install new,New YOKOGAWA Tx was installed after configuration ,4/10/2018
A2B,13-LT-007,Wrong reading,Corrective/ Condensate at dry leg,Flushing from both side to clear condensate at dry leg ,4/10/2018
A2B,13-LT-007,Wrong reading,No Problem,Zero check found ok then check reading found matched with LG,4/10/2018
A2B,13-FT-052,Low reading,Corrective/ repeated/ blocked high side tap point,Clear blockage from high side tap point then check reading found it ok,5/10/2018
A2B,13-FT-053,Low reading,Corrective/ repeated/ blocked high side tap point,Clear blockage from high side tap point then check reading found it ok,5/10/2018
A2B,14-LT-003,I/O bad ,No Problem,"Flushing from both tap points and impulse tubes , refill seal pot with service , zero/ span check found no problem and reading is matched with LG",5/10/2018
A2A,02-H-01,No feed back ,Blockage ,"Clean nozzles and adjust air / fuel ratio for 02-BSL-001A,B,E",5/10/2018
A2A,03-H-01,No feed back ,Blockage ,"Clean nozzles and adjust air / fuel ratio for 03-BSL-001A,B,E",5/10/2018
A2A,05-XV-068,Wrong feed back,Bad stroke and internal stuck,"Check found valve stroke very small about 30% , force valve several times to clear stuck but useless , adjust proximity on the exist condition , inform Eprom Engineer and operation ",6/10/2018
A2B,13-PT-054,Wrong reading,Blockage ,"Isolate the Tx, open nitrogen purge , ask operation to put steam hose at tap point ",6/10/2018
A2B,13-PT-054,Wrong reading,Blockage ,Put in service then check reading found it ok,6/10/2018
A2A,02-LT-002,PMR,PMR,PMR was carried out ,8/10/2018
A2A,02-FT-027,PMR,PMR,PMR was carried out ,8/10/2018
A2A,05-VSH-174A,PMR,PMR,PMR was carried out ,8/10/2018
A2A,05-VSH-174B,PMR,PMR,PMR was carried out ,8/10/2018
A2A,05-VSH-175A,PMR,PMR,PMR was carried out ,8/10/2018
A2A,05-VSH-175B,PMR,PMR,PMR was carried out ,8/10/2018
A2B,13-FT-031,Mass balance ,No problem,Mass balance was done ,8/10/2018
A2B,13-FT-046,Mass balance ,Corrective/ Needs calibration ,"zero / span calibration were done
Mass balance was done  ",8/10/2018
A2B,13-FT-068,Mass balance ,No problem,Mass balance was done ,8/10/2018
A4,56-TK-002,Remove tray,Remove tray,Remove cable tray as operation request,8/10/2018
A4,51-FT-021,Wrong reading ,Defective impulse tubes ,"Flushing was done for tap points, replace the impulse tubes with new, refill impulse tubes with water, zero/ span check found ok, put in service then check reading found it ok 
NOTE: static dept. tightened on the flow nozzle but still leaking ",8/10/2018
A4,51-LT-035,I/O bad ,Water in wiring terminal box and cards compartment,###############################################################################################################################################################################################################################################################,8/10/2018
A2B,07-PDT-006,Wrong reading ,No problem,"zero / span check were done found ok, reading before as after ",9/10/2018
A2B,07-PDT-032,Wrong reading ,No problem,"zero / span check were done found ok, reading before as after ",9/10/2018
A2B,13-FT-030,High reading ,Corrective / needs reset ,Reset was done then check reading found ok ,9/10/2018
A2A,12-PDT-050,PMR,PMR,PMR was carried out ,9/10/2018
A2A,12-PT-051,PMR,PMR,PMR was carried out ,9/10/2018
A2B,13-PT-081,Wrong reading ,Corrective  ,Waiting scaffolding ,9/10/2018
A2A,06-PDT-003,Wrong reading ,No problem / repeated,"Flushing, zero check found ok, reading before as after ",9/10/2018
A4,51-LT-064,Check ,No problem ,Check found that tank roof is defective and needs maintenance,9/10/2018
A4,51-LT-035,Wrong reading ,Corrective /Defective back plane,"Back plane seems to be defective, to be continue ",9/10/2018
A4,UNIT 54,Reinstall instruments ,Corrective /Reinstall inst,All instruments were installed on 54-V-01,9/10/2018
A4,UNIT 51,Support operation,Corrective / Support operation ,Support operation in installing tubes union ,9/10/2018
A4,51-PSH-046,Check ,Corrective / Adjust set point ,"Adjust set point at 10.5 Bar, function check found ok ",9/10/2018
A2B,07-FV-003,PMR,PMR,PMR was carried out ,10/10/2018
A2B,07-PDT-004,Install new ,Install new ,New YOKOGAWA Tx was installed after configuration ,10/10/2018
A2B,13-FT-046,Install new ,Install new ,New YOKOGAWA Tx was installed after configuration ,10/10/2018
A2B,13-PT-081,Wrong reading ,Corrective  / needs zero calibration ,"Couldn’t calibrate zero (wet) as the main isolation valve is passing, waiting S/D ",10/10/2018
A2B,15-VSH-004B,PMR,PMR,PMR was carried out ,10/10/2018
A4,51-LT-013,Dismantle,Corrective / Dismantle ,Tx was Dismantled and transferred to 51TK41 to be installed instead of 51LT035. Blind was installed ,10/10/2018
A4,51-LT-035,Install,Corrective / Install,"Replace 51-LT-035 with 51-LT-013 , put in service 
NOTE : hatch will be installed when the tank is not running down",10/10/2018
A2A,Unit 02,Survey,PMR,Visual inspection on instruments was carried out,11/10/2018
A2A,Unit 05,Survey,PMR,Visual inspection on instruments was carried out,11/10/2018
A2A,Unit 06,Survey,PMR,Visual inspection on instruments was carried out,11/10/2018
A2A,Unit 16,Survey,PMR,Visual inspection on instruments was carried out,11/10/2018
A2A,03-FT-002,PMR,PMR,PMR was carried out,11/10/2018
A2A,05-PDT-001,Install new,Install new,New Yokogawa Tx was configured & installed,11/10/2018
A2A,05-PDT-007,Install new,Install new,Stopped as the installed was new,11/10/2018
A2B,45-LSLL-011,Pin hole,Corrective/repeated,Check found a pin hole on the chamber.,11/10/2018
A2B,13-PDT-059,Wrong reading,No problem,Reset and zero check was done found ok,11/10/2018
A4,53-FSL-015,False Alarm,No problem,Function check was done found no problem,11/10/2018
A4,54-LT-004,Wrong reading,Visual survey,Length of immersed tube (305 cm),11/10/2018
A4,54-LT-005,Wrong reading,Visual survey,"Length of impulse tube (15.5 m) (12mmOD)
Note: the basin was fulfilled",11/10/2018
A4,53-LT-001,Wrong reading,Corrective/ zero calibration,"Refill impulse tubes with water then zero calibration was done.
check reading found ok",11/10/2018
A4,51-PV-037,DCS request,No problem,Disconnect I/P wires then reconnect again as system Eng. Request,11/10/2018
A4,53-FT-001,Wrong reading,Corrective/ zero & span calibration,"Flushing tap points & impulse tubes
Refill impulse tubes and seal pots with water
complete calibration was carried out
Check manifold found no problem
Reading now 5%",11/10/2018
A2B,13-FV-030,Stuck,Corrective/ valve stuck at close position,"Force valve several times to clear stuck
Check valve stroke found ok",12/10/2018
A4,51-FT-014,Wrong reading,No problem,"Flushing, refill tubes with glycerin and zero check were done 
Check reading found as before 320m3/hr",14/10/2018
A4,56-LT-005/006,Wrong reading,Wrong reading,"The transmitters were checked and found that the rotameter need to be adjusted,Adjust both then check reading found ok",14/10/2018
A2B,14-PDT-003,Install new,Install new,New Yokogawa Tx was configured & installed,14/10/2018
A2B,14-PDT-004,Install new,Install new,New Yokogawa Tx was configured & installed,14/10/2018
A2A,02-H-01,Check pilots,Corrective/repeated/ blocked nozzle,Clean & adjust air/fuel ratio for 02BSL001A/B/D/E then check function found ok,14/10/2018
A2B,13-TE-026,Install T/C,Install T/C,Remove the pyrometer & install the T/C,14/10/2018
A2B,13-FT-030,Install new,Install new,New Yokogawa Tx was configured & installed,15/10/2018
A2B,13-HV-013,Force close ,Force close ,force the valve to close as operation request,15/10/2018
A2B,13-HV-014,Force close ,Force close ,force the valve to close as operation request,15/10/2018
A2A,03-PT-001,PMR,PMR,PMR was carried out ,15/10/2018
A2B,13-HZ-001,Dismantle ignitor ,Dismantle ignitor ,"Dismantle the ignitor , transfer it to EMC W/S , complete maintenance was done for it ",15/10/2018
A2B,13-FV-028,Install plug on valve cylinder ,Corrective /Defective leaking pressure gauge ,"Stopped as there is no isolation valves, operation refused to isolate main supply ",15/10/2018
A2B,13-PV-038,PMR,PMR,PMR was carried out ,15/10/2018
A2B,13-FV-024,PMR,PMR,PMR was carried out ,15/10/2018
A2B,13-LG-212,Leakage ,Corrective/ repeated / leakage ,###############################################################################################################################################################################################################################################################,15/10/2018
A4,51-LT-041,PMR,PMR,PMR was carried out ,15/10/2018
A4,51-LT-047,PMR,PMR,PMR was carried out ,15/10/2018
A4,51-LT-035,,,###############################################################################################################################################################################################################################################################,15/10/2018
A4,51-LT-034,Wrong reading,No problem,Check found no problem.,16/10/208
A4,51-TE-058,Install,Install new,New Vito temp. element was installed.,16/10/208
A4,Unit -53,Survey,Survey,Visual unit survey,16/10/208
A4,Unit -56,Survey,Survey,Visual unit survey,16/10/208
A2B,13-HV-013,Remove force,Remove force,remove force and put in the normal operation condition,16/10/208
A2B,13-HV-014,Remove force,Remove force,remove force and put in the normal operation condition,16/10/208
A2A,05-PCV-011,Function check,Corrective / Wrong action,"Measure vessel pressure found 0.7 bar, but operation stopped the job, hold it until S/D.",16/10/208
A2A,05-PCV-012,Function check,Corrective / Wrong action,"Measure vessel pressure found 0.7 bar, but operation stopped the job, hold it until S/D.",16/10/208
A2B,Unit 13,Arrange Cables,Corrective / Arrange cables,Cables were arranged.,16/10/208
A2B,13-HZ-01,Start up,Assist operation / weak spark,Install new igniter and assist operation in train start up.,16/10/208
A2B,13-LG-212,Install,Corrective/ repeated/ Install,"Install new cock valve after repairing nut thread at EPROM W/S.
Reinstall LG with 2 new gaskets.
LG still isolated as unit S/D.",16/10/208
A2B,13-TE-026,Remove T/C,Remove T/C,Remove T/C,16/10/208
A2B,13-TE-027,Install Pyrometer,Install Pyrometer,Install pyrometer then check reading found ok.,16/10/208
A2A,04-FT-547,Install U-bolt,Install U-bolt,New U-bolt and tag number were installed.,16/10/208
A2A,06-FT-001A,Wrong reading ,Corrective / Defective Tx,New Tx was installed after configuration then check reading found it ok and matched with 06-FT-001B,17/10/2018
A2A,06-FT-001B,Wrong raiding , No problem/ install new,Install new Yokogawa TX,17/10/2018
A2B,07-FT-010A,PMR,PMR,PMR was carried out ,17/10/2018
A2B,07-FT-010B,PMR,PMR,PMR was carried out ,17/10/2018
A2B,07-FT-010C,PMR,PMR,PMR was carried out ,17/10/2018
A2B,07-FT-009A,PMR,PMR,PMR was carried out ,17/10/2018
A2B,07-FT-009B,PMR,PMR,PMR was carried out ,17/10/2018
A2B,07-FT-009C,PMR,PMR,PMR was carried out ,17/10/2018
A2B,07-FV-010,PMR,PMR,PMR was carried out ,17/10/2018
A2B,07-FV-017,PMR,PMR,PMR was carried out ,17/10/2018
A2B,07-FV-015,PMR,PMR,PMR was carried out ,17/10/2018
A2B,UNIT 14,Survey,Survey,Visual unit survey was done ,17/10/2018
A2B,UNIT 15,Survey,Survey,Visual unit survey was done ,17/10/2018
A2A,04-PV-037B,Replace air tube,Corrective / air tube crack,Replace the cracked air tube between positioner and actuator ,17/10/2018
A4,51-TE-087,Install new Vito,Install new ,Stopped by operation due to thermo well LPG leakage ,17/10/2018
A4,UNIT 52,Survey,Survey,Visual unit survey,17/10/2018
A4,51-PCV-011A,Passing,No problem ,"Dismantle the PCV and transfer to EMC W/S , check set point found it ok , passing test was done found ok, 
to be continued tomorrow to test at EPROM W/S",17/10/2018
A4,56-FSLL-515A,Alarm ,No problem ,"Check found actual alarm , check switch action found ok ",17/10/2018
